glucose_concentration,frequency_thz,s11_db,s21_db
0.0,3.218045112781955,0.014712483905174423,-1299.5996250943383
0.0,3.225563909774436,-0.015012003299765285,-1300.197978016398
0.0,3.2330827067669174,0.011712832485537786,-1299.4341636492234
0.0,3.2406015037593985,0.003417121086940018,-1300.2386372755404
0.0,3.2481203007518795,0.00951876280315145,-1301.0535145989527
0.0,3.2556390977443606,0.025601423206009763,-1300.5383712137734
0.0,3.263157894736842,-0.0065704329053016645,-1300.9696220223716
0.0,3.2706766917293235,-0.014235624324711902,-1300.2099024423223
0.0,3.2781954887218046,-0.016313124297542513,-1300.024877204524
0.0,3.2857142857142856,-0.015249268566908447,-1299.195828966077
0.0,3.2932330827067666,-0.004211252914693594,-1299.8705652316992
0.0,3.300751879699248,0.002019005734746994,-1300.1435801337134
0.0,3.308270676691729,0.0010075797227234828,-1299.6193473193289
0.0,3.3157894736842106,0.009219467099253947,-1301.1396569775075
0.0,3.3233082706766917,-0.0030397739831631294,-1299.916339957067
0.0,3.3308270676691727,0.01852063515022879,-1299.6487910230308
0.0,3.338345864661654,-0.007300887893412544,-1300.7736114096888
0.0,3.345864661654135,0.037421722835166114,-1299.4625540673849
0.0,3.3533834586466167,0.00595326088030276,-1299.8653137141744
0.0,3.3609022556390977,-0.01634123973357329,-1300.2423546599357
0.0,3.3684210526315788,-0.01960062178880642,-1299.7184864777323
0.0,3.37593984962406,0.0036452229966235754,-1298.8997156156345
0.0,3.3834586466165413,-0.006999746699639166,-1299.9443315160966
0.0,3.3909774436090228,0.007004904466954521,-1299.9113749901871
0.0,3.398496240601504,0.003334761632942644,-1300.2654045245179
0.0,3.406015037593985,-0.004916385377911855,-1300.4609033495135
0.0,3.413533834586466,-0.016587505037242774,-1299.6210888281494
0.0,3.4210526315789473,-0.026671505486711242,-1300.464592922045
0.0,3.4285714285714284,-0.010711323466585508,-1300.0010811205757
0.0,3.43609022556391,0.008765920066972955,-1300.2760254441655
0.0,3.443609022556391,-0.000936837877875389,-1299.7980588736405
0.0,3.451127819548872,-0.02290428908495241,-1299.8710897559686
0.0,3.4586466165413534,-0.0016923025563361322,-1299.519543228016
0.0,3.4661654135338344,0.0014160220095036508,-1300.2937346158674
0.0,3.473684210526316,-0.01769730640103799,-1300.1740984243531
0.0,3.481203007518797,-0.00221133248378195,-1300.5289992237635
0.0,3.488721804511278,-0.0037239782567944565,-1300.2622428666893
0.0,3.496240601503759,-0.021823780712495567,-1299.8519479653257
0.0,3.5037593984962405,0.0006031641583715353,-1299.6626296786053
0.0,3.511278195488722,0.003561309036289763,-1300.5027569749536
0.0,3.518796992481203,0.011306010198621343,-1299.6074470392464
0.0,3.526315789473684,0.010775386565798933,-1299.3650329886163
0.0,3.533834586466165,-0.025791261012650203,-1299.8367635552
0.0,3.5413533834586466,-0.01929097268868284,-1299.1057403674254
0.0,3.5488721804511276,0.002401639374468293,-1300.4317194011896
0.0,3.556390977443609,0.0022795693035361974,-1300.6678691052732
0.0,3.56390977443609,0.002191998769359699,-1300.9356505028436
0.0,3.571428571428571,0.05214745750869812,-1299.299049860956
0.0,3.5789473684210527,0.002806599651575782,-1299.7207052800022
0.0,3.5864661654135337,0.01115988746268027,-1300.0765325344166
0.0,3.593984962406015,0.008315834430048498,-1299.9096456369202
0.0,3.601503759398496,0.0036521570875912394,-1300.6133036703961
0.0,3.6090225563909772,-0.010976373728256179,-1298.8286537188142
0.0,3.6165413533834583,0.005004286579698614,-1299.9879331101936
0.0,3.6240601503759398,-0.018110040903677075,-1299.9989059510133
0.0,3.6315789473684212,-0.010212060306043609,-1299.6918277343811
0.0,3.6390977443609023,-0.014087286983600173,-1299.8153647636288
0.0,3.6466165413533833,-0.005730948983627545,-1299.9451391252337
0.0,3.6541353383458643,0.027603159329828774,-1300.4535865618413
0.0,3.661654135338346,-0.03528905853342609,-1299.8239430515048
0.0,3.669172932330827,0.002844466886815309,-1299.1200561076612
0.0,3.6766917293233083,-0.03181583302203006,-1299.3898165165754
0.0,3.6842105263157894,-0.014886366340131272,-1299.2674626238754
0.0,3.6917293233082704,0.008337589333178531,-1300.321268904629
0.0,3.699248120300752,-0.007229116568818905,-1300.5621492559624
0.0,3.706766917293233,-0.02456390660069735,-1300.1320120983125
0.0,3.7142857142857144,-0.01933991350713632,-1300.0431198441029
0.0,3.7218045112781954,0.0013623148003267735,-1299.525848479005
0.0,3.7293233082706765,-0.02001761551651889,-1300.9212437874244
0.0,3.7368421052631575,-0.006055411110471809,-1299.3124165507138
0.0,3.744360902255639,-0.00886917525788447,-1300.1584973788647
0.0,3.7518796992481205,-0.019588135030799682,-1300.2953665090936
0.0,3.7593984962406015,0.022072065622616047,-1300.5905518528277
0.0,3.7669172932330826,-0.0008635948635651175,-1300.9146542644573
0.0,3.7744360902255636,-0.04104791199295738,-1299.6785321503305
0.0,3.781954887218045,-0.008186316413459448,-1300.0565293256373
0.0,3.789473684210526,-0.02123718090485993,-1300.7414347069437
0.0,3.7969924812030076,0.0011329571937130321,-1300.7474722597742
0.0,3.8045112781954886,-0.02390152033172023,-1300.271536233207
0.0,3.8120300751879697,-0.014113131493368944,-1299.2730987108098
0.0,3.819548872180451,-0.0052151737365022715,-1300.2416503553543
0.0,3.827067669172932,-0.000222513240263858,-1300.8679793249412
0.0,3.8345864661654137,-0.03165468263721316,-1300.244172718854
0.0,3.8421052631578947,-0.01913342058162098,-1300.2629332109595
0.0,3.8496240601503757,-0.021731925611664774,-1301.4807039440657
0.0,3.8571428571428568,-0.02492781234042787,-1300.1655645655196
0.0,3.8646616541353382,0.010803199399568305,-1300.2605640671463
0.0,3.8721804511278197,-0.010187821995590773,-1299.8042612538466
0.0,3.8796992481203008,-0.035795800479080916,-1299.2358175656566
0.0,3.887218045112782,-0.003773858354355888,-1299.605696436506
0.0,3.894736842105263,0.013588491161456225,-1300.312963304145
0.0,3.9022556390977443,-0.003505746095737068,-1300.742302598691
0.0,3.9097744360902253,-0.042583437574982744,-1298.9140092301623
0.0,3.917293233082707,-0.027912897761941724,-1300.1840363988388
0.0,3.924812030075188,-0.0025642526933184577,-1300.2211604750764
0.0,3.932330827067669,-0.03316998822610902,-1300.2564542661657
0.0,3.9398496240601504,-0.016960517976201694,-1300.1637287865863
0.0,3.9473684210526314,-0.01314537937636587,-1300.3558494594636
0.0,3.954887218045113,-0.03990974626259969,-1300.5944279903406
0.0,3.962406015037594,-0.028244428988729496,-1300.6086349874747
0.0,3.969924812030075,-0.0774339329533957,-1300.3837121204176
0.0,3.977443609022556,-0.04577652460361764,-1300.6768003963741
0.0,3.9849624060150375,-0.0359446839351662,-1300.8063517865394
0.0,3.992481203007519,-0.052788239554999145,-1300.4506300035741
0.0,4.0,-0.011694343825869528,-1300.6970745418546
0.0,4.007518796992481,-0.059963561440318794,-1299.8990487417136
0.0,4.015037593984962,-0.047698576836510694,-1302.0793732632721
0.0,4.022556390977444,-0.04201917412774484,-1300.340866205604
0.0,4.030075187969924,-0.025588241023342555,-1300.439441092559
0.0,4.037593984962406,-0.07237641649967275,-1302.3397308422122
0.0,4.045112781954887,-0.037499192010703904,-1301.8166307429535
0.0,4.052631578947368,-0.05946868517918189,-1302.342891288228
0.0,4.06015037593985,-0.07970072058827775,-1303.678250591424
0.0,4.06766917293233,-0.06422567320219076,-1304.7902400923072
0.0,4.075187969924812,-0.07535634918593656,-1307.7900280489453
0.0,4.082706766917293,-0.09577294676437278,-1313.2362025043692
0.0,4.090225563909774,-0.09570317786057773,-1337.1075404639832
0.0,4.097744360902256,-0.1144778019859952,-1449.1890620550223
0.0,4.105263157894736,-0.12147280062288673,-1385.3126937321
0.0,4.112781954887218,-0.13102843216165472,-1324.7648773750043
0.0,4.120300751879699,-0.1393621374403288,-1310.8999634788206
0.0,4.12781954887218,-0.2099128444678454,-1305.7672482454248
0.0,4.135338345864661,-0.19592116091435674,-1304.566498097189
0.0,4.142857142857142,-0.30580684383854684,-1302.5355868617708
0.0,4.150375939849624,-0.34529987171695703,-1302.415123053434
0.0,4.157894736842105,-0.428349517693103,-1302.1387723048224
0.0,4.165413533834586,-0.5718837908471188,-1301.4099438395197
0.0,4.172932330827067,-0.8008268215978627,-1301.4709618069141
0.0,4.180451127819548,-1.1483243129423217,-1301.8988453935483
0.0,4.18796992481203,-1.7686170734800257,-1301.2660552474497
0.0,4.195488721804511,-2.8697745522872937,-1302.642730475225
0.0,4.203007518796992,-4.52616038119352,-1302.242761050642
0.0,4.2105263157894735,-5.50955637971003,-1303.0308005821862
0.0,4.2180451127819545,-4.3043691735061955,-1304.9010978595907
0.0,4.225563909774436,-2.658792964333336,-1307.482874405509
0.0,4.233082706766917,-1.6532492456213506,-1315.4730536536822
0.0,4.2406015037593985,-1.0793722642443464,-1339.6112716129714
0.0,4.2481203007518795,-0.7553743886247597,-1458.1540239251337
0.0,4.2556390977443606,-0.577449332658089,-1379.8262198328362
0.0,4.2631578947368425,-0.444386871642873,-1322.517447172867
0.0,4.270676691729323,-0.3375587028967322,-1310.6196446067456
0.0,4.2781954887218046,-0.27845204734749107,-1306.5115551354734
0.0,4.285714285714286,-0.2437709251648171,-1304.5563179256521
0.0,4.293233082706767,-0.20911257348000595,-1302.3911331103634
0.0,4.3007518796992485,-0.1672730188434107,-1302.6913651891668
0.0,4.308270676691729,-0.1768105635495182,-1300.7636254667614
0.0,4.315789473684211,-0.1456822321932722,-1302.4066143717343
0.0,4.323308270676692,-0.14631449197437346,-1300.3257529023317
0.0,4.330827067669173,-0.13867904098461775,-1300.9318890555521
0.0,4.338345864661655,-0.11331294501688,-1300.9872662376386
0.0,4.345864661654135,-0.1137009607618884,-1301.1404387185044
0.0,4.353383458646617,-0.11184158029460782,-1300.6182928643889
0.0,4.360902255639098,-0.10394990890632666,-1300.802973485985
0.0,4.368421052631579,-0.12415017440535828,-1300.2123412944431
0.0,4.37593984962406,-0.11659270747749748,-1300.698429608188
0.0,4.383458646616541,-0.1352898844287935,-1300.682596974464
0.0,4.390977443609023,-0.13113375523899543,-1300.9519514396138
0.0,4.398496240601504,-0.14500580875397,-1300.821268434112
0.0,4.406015037593985,-0.15057532926250228,-1300.6723561293843
0.0,4.413533834586466,-0.15430930866351295,-1301.7267023708685
0.0,4.421052631578947,-0.18937086278431461,-1301.604678868515
0.0,4.428571428571429,-0.16280429159211726,-1300.634011909927
0.0,4.43609022556391,-0.23039163555857,-1301.014871972967
0.0,4.443609022556391,-0.2597282861017244,-1301.3115024537408
0.0,4.451127819548872,-0.25697656444272365,-1301.361045772767
0.0,4.458646616541353,-0.30408631768085925,-1301.3888367769753
0.0,4.466165413533835,-0.36014994787840493,-1302.0812817459791
0.0,4.473684210526315,-0.4303206931843026,-1302.5281036265235
0.0,4.481203007518797,-0.5342316850920015,-1302.482349773501
0.0,4.488721804511278,-0.6778478854407014,-1303.6816748672404
0.0,4.496240601503759,-0.8500252559631113,-1303.8696655993565
0.0,4.503759398496241,-1.1414329185158407,-1306.2554629687443
0.0,4.511278195488721,-1.5620805856549962,-1307.02687567677
0.0,4.518796992481203,-2.3437070281752153,-1311.0393675655469
0.0,4.526315789473684,-3.807203961167694,-1318.4806188123919
0.0,4.533834586466165,-6.93565909438471,-1335.0972129859174
0.0,4.541353383458647,-14.310061416481165,-1382.3666579679136
0.0,4.548872180451127,-24.70521096345037,-1476.170279326283
0.0,4.556390977443609,-17.77268785132321,-1410.988148572144
0.0,4.56390977443609,-8.52462211802563,-1345.578521395985
0.0,4.571428571428571,-4.476585409487357,-1322.5375300246462
0.0,4.578947368421053,-2.6820671314032256,-1312.9754139270722
0.0,4.586466165413533,-1.7643025835658095,-1308.2345838910423
0.0,4.593984962406015,-1.2335957537517594,-1306.369087014204
0.0,4.601503759398496,-0.9380030762660314,-1304.406542089955
0.0,4.609022556390977,-0.7264837036780241,-1303.904540489997
0.0,4.616541353383458,-0.5704043834582709,-1303.1743325028306
0.0,4.624060150375939,-0.4580453892695619,-1303.1124410017803
0.0,4.631578947368421,-0.3723798338436023,-1302.544473885018
0.0,4.639097744360902,-0.2955892900811493,-1302.5269384729781
0.0,4.646616541353383,-0.2585966536680236,-1302.1785250810408
0.0,4.654135338345864,-0.2370976487012412,-1301.0609810555486
0.0,4.661654135338345,-0.20528430997262243,-1302.0107432776288
0.0,4.669172932330827,-0.19569950114946286,-1300.2181534086924
0.0,4.676691729323308,-0.16074476993853393,-1301.3410784108476
0.0,4.684210526315789,-0.14785390985423763,-1301.6167753784885
0.0,4.69172932330827,-0.12432749970368621,-1302.3535094861807
0.0,4.6992481203007515,-0.1293054018637006,-1301.9317532611985
0.0,4.706766917293233,-0.09853344106813156,-1303.1660585630136
0.0,4.7142857142857135,-0.07415650741399928,-1303.8589007905289
0.0,4.7218045112781954,-0.09076322092718798,-1304.630253240788
0.0,4.7293233082706765,-0.07606190773324359,-1310.381790210855
0.0,4.7368421052631575,-0.06551090813351765,-1322.4982531383848
0.0,4.7443609022556394,-0.07635334313395493,-1379.9125083576018
0.0,4.75187969924812,-0.06204122374472507,-1458.0398688097362
0.0,4.7593984962406015,-0.060793691093153475,-1339.112137811593
0.0,4.7669172932330826,-0.05554065250111521,-1315.0463857476457
0.0,4.774436090225564,-0.06500957850071336,-1306.582786460903
0.0,4.7819548872180455,-0.049792167265049564,-1304.1882296586746
0.0,4.789473684210526,-0.039730784188737656,-1303.350242228185
0.0,4.796992481203008,-0.022735028236455124,-1301.9127205951975
0.0,4.804511278195489,-0.027645032371172808,-1301.2178690387607
0.0,4.81203007518797,-0.007472975716092206,-1301.0428228092421
0.0,4.819548872180452,-0.049199987641479107,-1301.8926272522015
0.0,4.827067669172932,-0.022687167365526083,-1301.2910013915518
0.0,4.834586466165414,-0.03125038635934214,-1300.915133365039
0.0,4.842105263157895,0.000486336032876164,-1300.7230043820077
0.0,4.849624060150376,-0.042964146898436285,-1300.2916536819678
0.0,4.857142857142857,-0.0420219044705966,-1300.4453538828327
0.0,4.864661654135338,-0.03710080426141073,-1301.1461388975333
0.0,4.87218045112782,-0.058740760425896835,-1300.2418810859851
0.0,4.879699248120301,-0.033621761552168845,-1300.0874314951834
0.0,4.887218045112782,-0.03604922931179697,-1300.0793151374996
0.0,4.894736842105263,-0.02140056667196628,-1299.7899290022012
0.0,4.902255639097744,-0.01758619341624033,-1299.8882362885572
0.0,4.909774436090226,0.006317175537592201,-1300.053592680024
0.0,4.917293233082707,-0.006734151710198446,-1300.2988388326808
0.0,4.924812030075188,-0.028857373508147564,-1301.0769848576838
0.0,4.932330827067669,-0.032937847628104006,-1300.0162872777328
0.0,4.93984962406015,-0.011381809306503673,-1300.1134190755108
0.0,4.947368421052632,-0.03790119533542802,-1300.0689942402548
0.0,4.954887218045112,0.01000170659218027,-1300.831850929989
0.0,4.962406015037594,0.0008160796432988629,-1300.7237186776067
0.0,4.969924812030075,-0.02334908611259602,-1299.6472215397957
0.0,4.977443609022556,-0.04147288974766589,-1300.1849697076452
0.0,4.984962406015038,0.0050412155640013195,-1299.816531507088
0.0,4.992481203007518,-0.016500789413597387,-1300.1358301685577
0.0,5.0,0.004245518577702112,-1300.1283697427973
0.6711409395973155,2.0,0.013436396832579023,-1299.9509021272895
0.6711409395973155,2.007518796992481,-0.008382544606033791,-1300.2284464504773
0.6711409395973155,2.0150375939849625,0.0007958863531431379,-1299.9528312042548
0.6711409395973155,2.0225563909774436,-0.007584144930905347,-1299.7425744956163
0.6711409395973155,2.030075187969925,-0.007171588488887827,-1299.9900446288616
0.6711409395973155,2.037593984962406,-0.005295896088812978,-1299.994437911093
0.6711409395973155,2.045112781954887,0.0026694829832500716,-1300.3659969908022
0.6711409395973155,2.0526315789473686,-0.007848002986911407,-1300.3467276730323
0.6711409395973155,2.0601503759398496,0.018165276905049918,-1300.7168649966388
0.6711409395973155,2.0676691729323307,-0.014094507612675507,-1299.1410686406755
0.6711409395973155,2.075187969924812,-0.0034828481740764193,-1300.6380932381624
0.6711409395973155,2.082706766917293,-0.007280157705728173,-1300.3629292634394
0.6711409395973155,2.090225563909774,0.021016014660583657,-1300.3760062861302
0.6711409395973155,2.0977443609022557,0.0022551622418340213,-1299.5696779391442
0.6711409395973155,2.1052631578947367,0.014779958272607347,-1300.1649645015555
0.6711409395973155,2.112781954887218,-0.022985711035264908,-1299.3939808334244
0.6711409395973155,2.1203007518796992,0.0032988071171107763,-1300.354972713709
0.6711409395973155,2.1278195488721803,0.012632827206865097,-1299.8791198717427
0.6711409395973155,2.1353383458646618,0.0005178902049401491,-1300.436694791684
0.6711409395973155,2.142857142857143,0.01526105339952421,-1298.946866566111
0.6711409395973155,2.1503759398496243,-0.008485309902026214,-1300.613676603503
0.6711409395973155,2.1578947368421053,0.02040934853910975,-1299.8654206072838
0.6711409395973155,2.1654135338345863,0.03374767921980558,-1299.7039143642298
0.6711409395973155,2.172932330827068,-0.006183350949622965,-1299.81439441127
0.6711409395973155,2.180451127819549,-0.0074283413021526985,-1300.1144493725963
0.6711409395973155,2.18796992481203,0.021049881004112002,-1300.087249101398
0.6711409395973155,2.1954887218045114,0.022937560912313384,-1300.0009891364207
0.6711409395973155,2.2030075187969924,-0.008604109980012754,-1300.0969762920947
0.6711409395973155,2.2105263157894735,-0.0070692540476558225,-1299.5421419425745
0.6711409395973155,2.218045112781955,-0.004998517816478073,-1298.9194536110194
0.6711409395973155,2.225563909774436,-0.020943858683019276,-1300.3041237554446
